game,agent_mark,ply,board,player,action,after
301,O,6,XX...OXO.,O,2,XXO..OXO.
301,O,7,XXO..OXO.,X,8,XXO..OXOX
301,O,8,XXO..OXOX,O,4,XXO.OOXOX
301,O,9,XXO.OOXOX,X,3,XXOXOOXOX
302,X,1,.........,X,4,....X....
302,X,2,....X....,O,6,....X.O..
302,X,3,....X.O..,X,0,X...X.O..
302,X,4,X...X.O..,O,2,X.O.X.O..
302,X,5,X.O.X.O..,X,3,X.OXX.O..
302,X,6,X.OXX.O..,O,5,X.OXXOO..
302,X,7,X.OXXOO..,X,7,X.OXXOOX.
302,X,8,X.OXXOOX.,O,1,XOOXXOOX.
302,X,9,XOOXXOOX.,X,8,XOOXXOOXX
303,O,1,.........,X,3,...X.....
303,O,2,...X.....,O,4,...XO....
303,O,3,...XO....,X,6,...XO.X..
303,O,4,...XO.X..,O,7,...XO.XO.
303,O,5,...XO.XO.,X,8,...XO.XOX
303,O,6,...XO.XOX,O,0,O..XO.XOX
303,O,7,O..XO.XOX,X,5,O..XOXXOX
303,O,8,O..XOXXOX,O,2,O.OXOXXOX
303,O,9,O.OXOXXOX,X,1,OXOXOXXOX
304,X,1,.........,X,5,.....X...
304,X,2,.....X...,O,6,.....XO..
304,X,3,.....XO..,X,4,....XXO..
304,X,4,....XXO..,O,2,..O.XXO..
304,X,5,..O.XXO..,X,7,..O.XXOX.
304,X,6,..O.XXOX.,O,1,.OO.XXOX.
304,X,7,.OO.XXOX.,X,8,.OO.XXOXX
304,X,8,.OO.XXOXX,O,3,.OOOXXOXX
304,X,9,.OOOXXOXX,X,0,XOOOXXOXX
305,O,1,.........,X,3,...X.....
305,O,2,...X.....,O,6,...X..O..
305,O,3,...X..O..,X,5,...X.XO..
305,O,4,...X.XO..,O,1,.O.X.XO..
305,O,5,.O.X.XO..,X,7,.O.X.XOX.
305,O,6,.O.X.XOX.,O,2,.OOX.XOX.
305,O,7,.OOX.XOX.,X,4,.OOXXXOX.
306,X,1,.........,X,6,......X..
306,X,2,......X..,O,2,..O...X..
306,X,3,..O...X..,X,5,..O..XX..
306,X,4,..O..XX..,O,0,O.O..XX..
306,X,5,O.O..XX..,X,7,O.O..XXX.
306,X,6,O.O..XXX.,O,8,O.O..XXXO
306,X,7,O.O..XXXO,X,3,O.OX.XXXO
306,X,8,O.OX.XXXO,O,4,O.OXOXXXO
307,O,1,.........,X,0,X........
307,O,2,X........,O,6,X.....O..
307,O,3,X.....O..,X,8,X.....O.X
307,O,4,X.....O.X,O,2,X.O...O.X
307,O,5,X.O...O.X,X,7,X.O...OXX
307,O,6,X.O...OXX,O,5,X.O..OOXX
307,O,7,X.O..OOXX,X,1,XXO..OOXX
307,O,8,XXO..OOXX,O,4,XXO.OOOXX
308,X,1,.........,X,5,.....X...
308,X,2,.....X...,O,3,...O.X...
308,X,3,...O.X...,X,2,..XO.X...
308,X,4,..XO.X...,O,6,..XO.XO..
308,X,5,..XO.XO..,X,4,..XOXXO..
308,X,6,..XOXXO..,O,7,..XOXXOO.
308,X,7,..XOXXOO.,X,1,.XXOXXOO.
308,X,8,.XXOXXOO.,O,0,OXXOXXOO.
309,O,1,.........,X,1,.X.......
309,O,2,.X.......,O,5,.X...O...
309,O,3,.X...O...,X,4,.X..XO...
309,O,4,.X..XO...,O,2,.XO.XO...
309,O,5,.XO.XO...,X,6,.XO.XOX..
309,O,6,.XO.XOX..,O,0,OXO.XOX..
309,O,7,OXO.XOX..,X,7,OXO.XOXX.
310,X,1,.........,X,1,.X.......
310,X,2,.X.......,O,3,.X.O.....
310,X,3,.X.O.....,X,0,XX.O.....
310,X,4,XX.O.....,O,8,XX.O....O
310,X,5,XX.O....O,X,6,XX.O..X.O
310,X,6,XX.O..X.O,O,4,XX.OO.X.O
310,X,7,XX.OO.X.O,X,7,XX.OO.XXO
310,X,8,XX.OO.XXO,O,5,XX.OOOXXO
311,O,1,.........,X,6,......X..
311,O,2,......X..,O,3,...O..X..
311,O,3,...O..X..,X,5,...O.XX..
311,O,4,...O.XX..,O,1,.O.O.XX..
311,O,5,.O.O.XX..,X,0,XO.O.XX..
311,O,6,XO.O.XX..,O,2,XOOO.XX..
311,O,7,XOOO.XX..,X,8,XOOO.XX.X
311,O,8,XOOO.XX.X,O,4,XOOOOXX.X
311,O,9,XOOOOXX.X,X,7,XOOOOXXXX
312,X,1,.........,X,2,..X......
312,X,2,..X......,O,5,..X..O...
312,X,3,..X..O...,X,0,X.X..O...
312,X,4,X.X..O...,O,7,X.X..O.O.
312,X,5,X.X..O.O.,X,8,X.X..O.OX
312,X,6,X.X..O.OX,O,3,X.XO.O.OX
312,X,7,X.XO.O.OX,X,4,X.XOXO.OX
313,O,1,.........,X,1,.X.......
313,O,2,.X.......,O,0,OX.......
313,O,3,OX.......,X,3,OX.X.....
313,O,4,OX.X.....,O,6,OX.X..O..
313,O,5,OX.X..O..,X,8,OX.X..O.X
313,O,6,OX.X..O.X,O,5,OX.X.OO.X
313,O,7,OX.X.OO.X,X,2,OXXX.OO.X
313,O,8,OXXX.OO.X,O,7,OXXX.OOOX
313,O,9,OXXX.OOOX,X,4,OXXXXOOOX
314,X,1,.........,X,2,..X......
314,X,2,..X......,O,4,..X.O....
314,X,3,..X.O....,X,3,..XXO....
314,X,4,..XXO....,O,6,..XXO.O..
314,X,5,..XXO.O..,X,0,X.XXO.O..
314,X,6,X.XXO.O..,O,5,X.XXOOO..
314,X,7,X.XXOOO..,X,1,XXXXOOO..
315,O,1,.........,X,6,......X..
315,O,2,......X..,O,3,...O..X..
315,O,3,...O..X..,X,4,...OX.X..
315,O,4,...OX.X..,O,1,.O.OX.X..
315,O,5,.O.OX.X..,X,0,XO.OX.X..
315,O,6,XO.OX.X..,O,8,XO.OX.X.O
315,O,7,XO.OX.X.O,X,5,XO.OXXX.O
315,O,8,XO.OXXX.O,O,7,XO.OXXXOO
315,O,9,XO.OXXXOO,X,2,XOXOXXXOO
316,X,1,.........,X,1,.X.......
316,X,2,.X.......,O,5,.X...O...
316,X,3,.X...O...,X,6,.X...OX..
316,X,4,.X...OX..,O,0,OX...OX..
316,X,5,OX...OX..,X,7,OX...OXX.
316,X,6,OX...OXX.,O,3,OX.O.OXX.
316,X,7,OX.O.OXX.,X,8,OX.O.OXXX
317,O,1,.........,X,8,........X
317,O,2,........X,O,3,...O....X
317,O,3,...O....X,X,1,.X.O....X
317,O,4,.X.O....X,O,4,.X.OO...X
317,O,5,.X.OO...X,X,7,.X.OO..XX
317,O,6,.X.OO..XX,O,2,.XOOO..XX
317,O,7,.XOOO..XX,X,6,.XOOO.XXX
318,X,1,.........,X,2,..X......
318,X,2,..X......,O,6,..X...O..
318,X,3,..X...O..,X,7,..X...OX.
318,X,4,..X...OX.,O,5,..X..OOX.
318,X,5,..X..OOX.,X,4,..X.XOOX.
318,X,6,..X.XOOX.,O,8,..X.XOOXO
318,X,7,..X.XOOXO,X,1,.XX.XOOXO
319,O,1,.........,X,5,.....X...
319,O,2,.....X...,O,6,.....XO..
319,O,3,.....XO..,X,8,.....XO.X
319,O,4,.....XO.X,O,1,.O...XO.X
319,O,5,.O...XO.X,X,2,.OX..XO.X
320,X,1,.........,X,2,..X......
320,X,2,..X......,O,7,..X....O.
320,X,3,..X....O.,X,8,..X....OX
320,X,4,..X....OX,O,5,..X..O.OX
320,X,5,..X..O.OX,X,0,X.X..O.OX
320,X,6,X.X..O.OX,O,6,X.X..OOOX
320,X,7,X.X..OOOX,X,4,X.X.XOOOX
321,O,1,.........,X,5,.....X...
321,O,2,.....X...,O,0,O....X...
321,O,3,O....X...,X,8,O....X..X
321,O,4,O....X..X,O,1,OO...X..X
321,O,5,OO...X..X,X,3,OO.X.X..X
321,O,6,OO.X.X..X,O,7,OO.X.X.OX
321,O,7,OO.X.X.OX,X,4,OO.XXX.OX
322,X,1,.........,X,4,....X....
322,X,2,....X....,O,6,....X.O..
322,X,3,....X.O..,X,7,....X.OX.
322,X,4,....X.OX.,O,2,..O.X.OX.
322,X,5,..O.X.OX.,X,1,.XO.X.OX.
323,O,1,.........,X,4,....X....
323,O,2,....X....,O,1,.O..X....
323,O,3,.O..X....,X,2,.OX.X....
323,O,4,.OX.X....,O,6,.OX.X.O..
323,O,5,.OX.X.O..,X,0,XOX.X.O..
323,O,6,XOX.X.O..,O,3,XOXOX.O..
323,O,7,XOXOX.O..,X,8,XOXOX.O.X
324,X,1,.........,X,0,X........
324,X,2,X........,O,2,X.O......
324,X,3,X.O......,X,6,X.O...X..
324,X,4,X.O...X..,O,1,XOO...X..
324,X,5,XOO...X..,X,7,XOO...XX.
324,X,6,XOO...XX.,O,8,XOO...XXO
324,X,7,XOO...XXO,X,3,XOOX..XXO
325,O,1,.........,X,3,...X.....
325,O,2,...X.....,O,8,...X....O
325,O,3,...X....O,X,1,.X.X....O
325,O,4,.X.X....O,O,6,.X.X..O.O
325,O,5,.X.X..O.O,X,0,XX.X..O.O
325,O,6,XX.X..O.O,O,2,XXOX..O.O
325,O,7,XXOX..O.O,X,7,XXOX..OXO
325,O,8,XXOX..OXO,O,4,XXOXO.OXO
326,X,1,.........,X,5,.....X...
326,X,2,.....X...,O,2,..O..X...
326,X,3,..O..X...,X,8,..O..X..X
326,X,4,..O..X..X,O,0,O.O..X..X
326,X,5,O.O..X..X,X,4,O.O.XX..X
326,X,6,O.O.XX..X,O,7,O.O.XX.OX
326,X,7,O.O.XX.OX,X,6,O.O.XXXOX
326,X,8,O.O.XXXOX,O,3,O.OOXXXOX
326,X,9,O.OOXXXOX,X,1,OXOOXXXOX
327,O,1,.........,X,0,X........
327,O,2,X........,O,2,X.O......
327,O,3,X.O......,X,5,X.O..X...
327,O,4,X.O..X...,O,8,X.O..X..O
327,O,5,X.O..X..O,X,4,X.O.XX..O
327,O,6,X.O.XX..O,O,6,X.O.XXO.O
327,O,7,X.O.XXO.O,X,3,X.OXXXO.O
328,X,1,.........,X,4,....X....
328,X,2,....X....,O,2,..O.X....
328,X,3,..O.X....,X,6,..O.X.X..
328,X,4,..O.X.X..,O,3,..OOX.X..
328,X,5,..OOX.X..,X,7,..OOX.XX.
328,X,6,..OOX.XX.,O,0,O.OOX.XX.
328,X,7,O.OOX.XX.,X,5,O.OOXXXX.
328,X,8,O.OOXXXX.,O,1,OOOOXXXX.
329,O,1,.........,X,3,...X.....
329,O,2,...X.....,O,1,.O.X.....
329,O,3,.O.X.....,X,2,.OXX.....
329,O,4,.OXX.....,O,8,.OXX....O
329,O,5,.OXX....O,X,6,.OXX..X.O
329,O,6,.OXX..X.O,O,5,.OXX.OX.O
329,O,7,.OXX.OX.O,X,7,.OXX.OXXO
329,O,8,.OXX.OXXO,O,0,OOXX.OXXO
329,O,9,OOXX.OXXO,X,4,OOXXXOXXO
330,X,1,.........,X,0,X........
330,X,2,X........,O,2,X.O......
330,X,3,X.O......,X,1,XXO......
330,X,4,XXO......,O,7,XXO....O.
330,X,5,XXO....O.,X,3,XXOX...O.
330,X,6,XXOX...O.,O,8,XXOX...OO
330,X,7,XXOX...OO,X,6,XXOX..XOO
331,O,1,.........,X,3,...X.....
331,O,2,...X.....,O,6,...X..O..
331,O,3,...X..O..,X,2,..XX..O..
331,O,4,..XX..O..,O,1,.OXX..O..
331,O,5,.OXX..O..,X,4,.OXXX.O..
331,O,6,.OXXX.O..,O,5,.OXXXOO..
331,O,7,.OXXXOO..,X,8,.OXXXOO.X
331,O,8,.OXXXOO.X,O,0,OOXXXOO.X
331,O,9,OOXXXOO.X,X,7,OOXXXOOXX
332,X,1,.........,X,3,...X.....
332,X,2,...X.....,O,2,..OX.....
332,X,3,..OX.....,X,4,..OXX....
332,X,4,..OXX....,O,8,..OXX...O
332,X,5,..OXX...O,X,1,.XOXX...O
332,X,6,.XOXX...O,O,7,.XOXX..OO
332,X,7,.XOXX..OO,X,6,.XOXX.XOO
332,X,8,.XOXX.XOO,O,5,.XOXXOXOO
333,O,1,.........,X,8,........X
333,O,2,........X,O,6,......O.X
333,O,3,......O.X,X,4,....X.O.X
333,O,4,....X.O.X,O,3,...OX.O.X
333,O,5,...OX.O.X,X,7,...OX.OXX
333,O,6,...OX.OXX,O,2,..OOX.OXX
333,O,7,..OOX.OXX,X,1,.XOOX.OXX
334,X,1,.........,X,3,...X.....
334,X,2,...X.....,O,2,..OX.....
334,X,3,..OX.....,X,6,..OX..X..
334,X,4,..OX..X..,O,0,O.OX..X..
334,X,5,O.OX..X..,X,1,OXOX..X..
334,X,6,OXOX..X..,O,5,OXOX.OX..
334,X,7,OXOX.OX..,X,8,OXOX.OX.X
334,X,8,OXOX.OX.X,O,7,OXOX.OXOX
334,X,9,OXOX.OXOX,X,4,OXOXXOXOX
335,O,1,.........,X,0,X........
335,O,2,X........,O,1,XO.......
335,O,3,XO.......,X,2,XOX......
335,O,4,XOX......,O,5,XOX..O...
335,O,5,XOX..O...,X,7,XOX..O.X.
335,O,6,XOX..O.X.,O,8,XOX..O.XO
335,O,7,XOX..O.XO,X,3,XOXX.O.XO
335,O,8,XOXX.O.XO,O,6,XOXX.OOXO
335,O,9,XOXX.OOXO,X,4,XOXXXOOXO
336,X,1,.........,X,0,X........
336,X,2,X........,O,5,X....O...
336,X,3,X....O...,X,2,X.X..O...
336,X,4,X.X..O...,O,8,X.X..O..O
336,X,5,X.X..O..O,X,7,X.X..O.XO
336,X,6,X.X..O.XO,O,3,X.XO.O.XO
336,X,7,X.XO.O.XO,X,6,X.XO.OXXO
336,X,8,X.XO.OXXO,O,4,X.XOOOXXO
337,O,1,.........,X,1,.X.......
337,O,2,.X.......,O,3,.X.O.....
337,O,3,.X.O.....,X,5,.X.O.X...
337,O,4,.X.O.X...,O,4,.X.OOX...
337,O,5,.X.OOX...,X,0,XX.OOX...
337,O,6,XX.OOX...,O,8,XX.OOX..O
337,O,7,XX.OOX..O,X,2,XXXOOX..O
338,X,1,.........,X,7,.......X.
338,X,2,.......X.,O,0,O......X.
338,X,3,O......X.,X,4,O...X..X.
338,X,4,O...X..X.,O,6,O...X.OX.
338,X,5,O...X.OX.,X,8,O...X.OXX
338,X,6,O...X.OXX,O,5,O...XOOXX
338,X,7,O...XOOXX,X,1,OX..XOOXX
339,O,1,.........,X,7,.......X.
339,O,2,.......X.,O,0,O......X.
339,O,3,O......X.,X,5,O....X.X.
339,O,4,O....X.X.,O,3,O..O.X.X.
339,O,5,O..O.X.X.,X,1,OX.O.X.X.
339,O,6,OX.O.X.X.,O,4,OX.OOX.X.
339,O,7,OX.OOX.X.,X,2,OXXOOX.X.
339,O,8,OXXOOX.X.,O,8,OXXOOX.XO
340,X,1,.........,X,8,........X
340,X,2,........X,O,5,.....O..X
340,X,3,.....O..X,X,7,.....O.XX
340,X,4,.....O.XX,O,2,..O..O.XX
340,X,5,..O..O.XX,X,6,..O..OXXX
341,O,1,.........,X,1,.X.......
341,O,2,.X.......,O,7,.X.....O.
341,O,3,.X.....O.,X,6,.X....XO.
341,O,4,.X....XO.,O,0,OX....XO.
341,O,5,OX....XO.,X,4,OX..X.XO.
341,O,6,OX..X.XO.,O,2,OXO.X.XO.
341,O,7,OXO.X.XO.,X,8,OXO.X.XOX
341,O,8,OXO.X.XOX,O,5,OXO.XOXOX
341,O,9,OXO.XOXOX,X,3,OXOXXOXOX
342,X,1,.........,X,1,.X.......
342,X,2,.X.......,O,5,.X...O...
342,X,3,.X...O...,X,8,.X...O..X
342,X,4,.X...O..X,O,6,.X...OO.X
342,X,5,.X...OO.X,X,4,.X..XOO.X
342,X,6,.X..XOO.X,O,7,.X..XOOOX
342,X,7,.X..XOOOX,X,2,.XX.XOOOX
342,X,8,.XX.XOOOX,O,3,.XXOXOOOX
342,X,9,.XXOXOOOX,X,0,XXXOXOOOX
343,O,1,.........,X,1,.X.......
343,O,2,.X.......,O,5,.X...O...
343,O,3,.X...O...,X,7,.X...O.X.
343,O,4,.X...O.X.,O,8,.X...O.XO
343,O,5,.X...O.XO,X,3,.X.X.O.XO
343,O,6,.X.X.O.XO,O,6,.X.X.OOXO
343,O,7,.X.X.OOXO,X,0,XX.X.OOXO
343,O,8,XX.X.OOXO,O,4,XX.XOOOXO
343,O,9,XX.XOOOXO,X,2,XXXXOOOXO
344,X,1,.........,X,7,.......X.
344,X,2,.......X.,O,0,O......X.
344,X,3,O......X.,X,2,O.X....X.
344,X,4,O.X....X.,O,1,OOX....X.
344,X,5,OOX....X.,X,3,OOXX...X.
344,X,6,OOXX...X.,O,4,OOXXO..X.
344,X,7,OOXXO..X.,X,5,OOXXOX.X.
344,X,8,OOXXOX.X.,O,6,OOXXOXOX.
344,X,9,OOXXOXOX.,X,8,OOXXOXOXX
345,O,1,.........,X,5,.....X...
345,O,2,.....X...,O,6,.....XO..
345,O,3,.....XO..,X,1,.X...XO..
345,O,4,.X...XO..,O,3,.X.O.XO..
345,O,5,.X.O.XO..,X,8,.X.O.XO.X
345,O,6,.X.O.XO.X,O,4,.X.OOXO.X
345,O,7,.X.OOXO.X,X,0,XX.OOXO.X
345,O,8,XX.OOXO.X,O,2,XXOOOXO.X
346,X,1,.........,X,5,.....X...
346,X,2,.....X...,O,3,...O.X...
346,X,3,...O.X...,X,6,...O.XX..
346,X,4,...O.XX..,O,2,..OO.XX..
346,X,5,..OO.XX..,X,7,..OO.XXX.
346,X,6,..OO.XXX.,O,1,.OOO.XXX.
346,X,7,.OOO.XXX.,X,8,.OOO.XXXX
347,O,1,.........,X,6,......X..
347,O,2,......X..,O,1,.O....X..
347,O,3,.O....X..,X,4,.O..X.X..
347,O,4,.O..X.X..,O,7,.O..X.XO.
347,O,5,.O..X.XO.,X,3,.O.XX.XO.
347,O,6,.O.XX.XO.,O,8,.O.XX.XOO
347,O,7,.O.XX.XOO,X,0,XO.XX.XOO
348,X,1,.........,X,7,.......X.
348,X,2,.......X.,O,3,...O...X.
348,X,3,...O...X.,X,1,.X.O...X.
348,X,4,.X.O...X.,O,6,.X.O..OX.
348,X,5,.X.O..OX.,X,2,.XXO..OX.
348,X,6,.XXO..OX.,O,0,OXXO..OX.
349,O,1,.........,X,0,X........
349,O,2,X........,O,8,X.......O
349,O,3,X.......O,X,3,X..X....O
349,O,4,X..X....O,O,5,X..X.O..O
349,O,5,X..X.O..O,X,6,X..X.OX.O
350,X,1,.........,X,5,.....X...
350,X,2,.....X...,O,0,O....X...
350,X,3,O....X...,X,3,O..X.X...
350,X,4,O..X.X...,O,2,O.OX.X...
350,X,5,O.OX.X...,X,4,O.OXXX...
351,O,1,.........,X,2,..X......
351,O,2,..X......,O,4,..X.O....
351,O,3,..X.O....,X,3,..XXO....
351,O,4,..XXO....,O,1,.OXXO....
351,O,5,.OXXO....,X,8,.OXXO...X
351,O,6,.OXXO...X,O,6,.OXXO.O.X
351,O,7,.OXXO.O.X,X,5,.OXXOXO.X
352,X,1,.........,X,5,.....X...
352,X,2,.....X...,O,8,.....X..O
352,X,3,.....X..O,X,2,..X..X..O
352,X,4,..X..X..O,O,4,..X.OX..O
352,X,5,..X.OX..O,X,0,X.X.OX..O
352,X,6,X.X.OX..O,O,1,XOX.OX..O
352,X,7,XOX.OX..O,X,3,XOXXOX..O
352,X,8,XOXXOX..O,O,6,XOXXOXO.O
352,X,9,XOXXOXO.O,X,7,XOXXOXOXO
353,O,1,.........,X,0,X........
353,O,2,X........,O,1,XO.......
353,O,3,XO.......,X,4,XO..X....
353,O,4,XO..X....,O,5,XO..XO...
353,O,5,XO..XO...,X,3,XO.XXO...
353,O,6,XO.XXO...,O,7,XO.XXO.O.
353,O,7,XO.XXO.O.,X,6,XO.XXOXO.
354,X,1,.........,X,1,.X.......
354,X,2,.X.......,O,7,.X.....O.
354,X,3,.X.....O.,X,0,XX.....O.
354,X,4,XX.....O.,O,3,XX.O...O.
354,X,5,XX.O...O.,X,6,XX.O..XO.
354,X,6,XX.O..XO.,O,4,XX.OO.XO.
354,X,7,XX.OO.XO.,X,5,XX.OOXXO.
354,X,8,XX.OOXXO.,O,8,XX.OOXXOO
354,X,9,XX.OOXXOO,X,2,XXXOOXXOO
355,O,1,.........,X,6,......X..
355,O,2,......X..,O,7,......XO.
355,O,3,......XO.,X,0,X.....XO.
355,O,4,X.....XO.,O,4,X...O.XO.
355,O,5,X...O.XO.,X,8,X...O.XOX
355,O,6,X...O.XOX,O,2,X.O.O.XOX
355,O,7,X.O.O.XOX,X,5,X.O.OXXOX
355,O,8,X.O.OXXOX,O,3,X.OOOXXOX
355,O,9,X.OOOXXOX,X,1,XXOOOXXOX
356,X,1,.........,X,0,X........
356,X,2,X........,O,2,X.O......
356,X,3,X.O......,X,3,X.OX.....
356,X,4,X.OX.....,O,6,X.OX..O..
356,X,5,X.OX..O..,X,8,X.OX..O.X
356,X,6,X.OX..O.X,O,7,X.OX..OOX
356,X,7,X.OX..OOX,X,1,XXOX..OOX
356,X,8,XXOX..OOX,O,5,XXOX.OOOX
356,X,9,XXOX.OOOX,X,4,XXOXXOOOX
357,O,1,.........,X,4,....X....
357,O,2,....X....,O,5,....XO...
357,O,3,....XO...,X,7,....XO.X.
357,O,4,....XO.X.,O,6,....XOOX.
357,O,5,....XOOX.,X,3,...XXOOX.
357,O,6,...XXOOX.,O,2,..OXXOOX.
357,O,7,..OXXOOX.,X,8,..OXXOOXX
357,O,8,..OXXOOXX,O,0,O.OXXOOXX
357,O,9,O.OXXOOXX,X,1,OXOXXOOXX
358,X,1,.........,X,7,.......X.
358,X,2,.......X.,O,8,.......XO
358,X,3,.......XO,X,0,X......XO
358,X,4,X......XO,O,2,X.O....XO
358,X,5,X.O....XO,X,5,X.O..X.XO
358,X,6,X.O..X.XO,O,1,XOO..X.XO
358,X,7,XOO..X.XO,X,4,XOO.XX.XO
358,X,8,XOO.XX.XO,O,3,XOOOXX.XO
358,X,9,XOOOXX.XO,X,6,XOOOXXXXO
359,O,1,.........,X,5,.....X...
359,O,2,.....X...,O,8,.....X..O
359,O,3,.....X..O,X,2,..X..X..O
359,O,4,..X..X..O,O,0,O.X..X..O
359,O,5,O.X..X..O,X,4,O.X.XX..O
359,O,6,O.X.XX..O,O,7,O.X.XX.OO
359,O,7,O.X.XX.OO,X,6,O.X.XXXOO
360,X,1,.........,X,3,...X.....
360,X,2,...X.....,O,6,...X..O..
360,X,3,...X..O..,X,5,...X.XO..
360,X,4,...X.XO..,O,7,...X.XOO.
360,X,5,...X.XOO.,X,2,..XX.XOO.
360,X,6,..XX.XOO.,O,8,..XX.XOOO
361,O,1,.........,X,1,.X.......
361,O,2,.X.......,O,2,.XO......
361,O,3,.XO......,X,6,.XO...X..
361,O,4,.XO...X..,O,5,.XO..OX..
361,O,5,.XO..OX..,X,8,.XO..OX.X
361,O,6,.XO..OX.X,O,0,OXO..OX.X
361,O,7,OXO..OX.X,X,7,OXO..OXXX
362,X,1,.........,X,0,X........
362,X,2,X........,O,8,X.......O
362,X,3,X.......O,X,2,X.X.....O
362,X,4,X.X.....O,O,3,X.XO....O
362,X,5,X.XO....O,X,6,X.XO..X.O
362,X,6,X.XO..X.O,O,4,X.XOO.X.O
362,X,7,X.XOO.X.O,X,1,XXXOO.X.O
363,O,1,.........,X,7,.......X.
363,O,2,.......X.,O,6,......OX.
363,O,3,......OX.,X,3,...X..OX.
363,O,4,...X..OX.,O,4,...XO.OX.
363,O,5,...XO.OX.,X,8,...XO.OXX
363,O,6,...XO.OXX,O,5,...XOOOXX
363,O,7,...XOOOXX,X,2,..XXOOOXX
363,O,8,..XXOOOXX,O,1,.OXXOOOXX
363,O,9,.OXXOOOXX,X,0,XOXXOOOXX
364,X,1,.........,X,1,.X.......
364,X,2,.X.......,O,6,.X....O..
364,X,3,.X....O..,X,8,.X....O.X
364,X,4,.X....O.X,O,3,.X.O..O.X
364,X,5,.X.O..O.X,X,4,.X.OX.O.X
364,X,6,.X.OX.O.X,O,2,.XOOX.O.X
364,X,7,.XOOX.O.X,X,7,.XOOX.OXX
365,O,1,.........,X,3,...X.....
365,O,2,...X.....,O,8,...X....O
365,O,3,...X....O,X,1,.X.X....O
365,O,4,.X.X....O,O,4,.X.XO...O
365,O,5,.X.XO...O,X,5,.X.XOX..O
365,O,6,.X.XOX..O,O,2,.XOXOX..O
365,O,7,.XOXOX..O,X,7,.XOXOX.XO
365,O,8,.XOXOX.XO,O,0,OXOXOX.XO
366,X,1,.........,X,8,........X
366,X,2,........X,O,5,.....O..X
366,X,3,.....O..X,X,4,....XO..X
366,X,4,....XO..X,O,2,..O.XO..X
366,X,5,..O.XO..X,X,6,..O.XOX.X
366,X,6,..O.XOX.X,O,0,O.O.XOX.X
366,X,7,O.O.XOX.X,X,1,OXO.XOX.X
366,X,8,OXO.XOX.X,O,3,OXOOXOX.X
366,X,9,OXOOXOX.X,X,7,OXOOXOXXX
367,O,1,.........,X,0,X........
367,O,2,X........,O,3,X..O.....
367,O,3,X..O.....,X,4,X..OX....
367,O,4,X..OX....,O,8,X..OX...O
367,O,5,X..OX...O,X,5,X..OXX..O
367,O,6,X..OXX..O,O,6,X..OXXO.O
367,O,7,X..OXXO.O,X,7,X..OXXOXO
367,O,8,X..OXXOXO,O,1,XO.OXXOXO
367,O,9,XO.OXXOXO,X,2,XOXOXXOXO
368,X,1,.........,X,3,...X.....
368,X,2,...X.....,O,1,.O.X.....
368,X,3,.O.X.....,X,0,XO.X.....
368,X,4,XO.X.....,O,2,XOOX.....
368,X,5,XOOX.....,X,6,XOOX..X..
369,O,1,.........,X,6,......X..
369,O,2,......X..,O,4,....O.X..
369,O,3,....O.X..,X,3,...XO.X..
369,O,4,...XO.X..,O,8,...XO.X.O
369,O,5,...XO.X.O,X,1,.X.XO.X.O
369,O,6,.X.XO.X.O,O,0,OX.XO.X.O
370,X,1,.........,X,7,.......X.
370,X,2,.......X.,O,0,O......X.
370,X,3,O......X.,X,2,O.X....X.
370,X,4,O.X....X.,O,3,O.XO...X.
370,X,5,O.XO...X.,X,1,OXXO...X.
370,X,6,OXXO...X.,O,4,OXXOO..X.
370,X,7,OXXOO..X.,X,8,OXXOO..XX
370,X,8,OXXOO..XX,O,5,OXXOOO.XX
371,O,1,.........,X,4,....X....
371,O,2,....X....,O,7,....X..O.
371,O,3,....X..O.,X,5,....XX.O.
371,O,4,....XX.O.,O,2,..O.XX.O.
371,O,5,..O.XX.O.,X,3,..OXXX.O.
372,X,1,.........,X,5,.....X...
372,X,2,.....X...,O,8,.....X..O
372,X,3,.....X..O,X,1,.X...X..O
372,X,4,.X...X..O,O,0,OX...X..O
372,X,5,OX...X..O,X,4,OX..XX..O
372,X,6,OX..XX..O,O,7,OX..XX.OO
372,X,7,OX..XX.OO,X,2,OXX.XX.OO
372,X,8,OXX.XX.OO,O,6,OXX.XXOOO
373,O,1,.........,X,7,.......X.
373,O,2,.......X.,O,4,....O..X.
373,O,3,....O..X.,X,0,X...O..X.
373,O,4,X...O..X.,O,1,XO..O..X.
373,O,5,XO..O..X.,X,6,XO..O.XX.
373,O,6,XO..O.XX.,O,5,XO..OOXX.
373,O,7,XO..OOXX.,X,3,XO.XOOXX.
374,X,1,.........,X,1,.X.......
374,X,2,.X.......,O,4,.X..O....
374,X,3,.X..O....,X,0,XX..O....
374,X,4,XX..O....,O,7,XX..O..O.
374,X,5,XX..O..O.,X,6,XX..O.XO.
374,X,6,XX..O.XO.,O,5,XX..OOXO.
374,X,7,XX..OOXO.,X,3,XX.XOOXO.
375,O,1,.........,X,1,.X.......
375,O,2,.X.......,O,6,.X....O..
375,O,3,.X....O..,X,4,.X..X.O..
375,O,4,.X..X.O..,O,3,.X.OX.O..
375,O,5,.X.OX.O..,X,0,XX.OX.O..
375,O,6,XX.OX.O..,O,2,XXOOX.O..
375,O,7,XXOOX.O..,X,8,XXOOX.O.X
376,X,1,.........,X,2,..X......
376,X,2,..X......,O,0,O.X......
